id	url	title	abstract	subject
68859	http://scholarworks.montana.edu/xmlui/handle/1/10038	The 5E instructional model for the next generation chemistry classroom	The purpose of this study was to determine if scientific literacy skills centered on the Science and Engineering Practices from the Next Generation Science Standards would be impacted by the 5E Learning Cycle pedagogy. One hundred and three high school general chemistry students participated in this study which took place over the course of four units. Students participated in pre and post treatments that included the Scientific Literacy Skills Exam, the Science and Engineering Practice Survey, and the Elements of Science Learning Survey. In addition, student performance was evaluated on a pre- treatment laboratory rubric scores and four treatment scores. Results suggest an attitudinal and cognitive gain in students' literacy skills gained during the 5E instructional units. The most growth occurred within the Science and Engineering Practice of planning and carrying out investigations, where the highest scores were seen in normalized gain value in rubric comparisons. In addition, this practice received the highest number of student responses to most focused on practice and highest percentage of gain during the Test for Scientific Literacy.	['high school students', 'chemistry', 'students', 'physical sciences', 'science', 'persons']
68860	http://scholarworks.montana.edu/xmlui/handle/1/10039	Investigating the impact of gamification on student performance in a secondary science classroom	The goal of this study was to investigate the impact of gamification on student scores, student motivation, parent and student perception, and teacher responsibilities within a secondary science classroom. This study was inconclusive in finding support for gamification improving student test scores, as all average test scores were not that different from those of previous years' data. The vast majority of students also performed within one standard deviation of their traditional test scores. Of the few students who did perform significantly worse on the gamified unit, almost half were absent from school a significant amount of time (10% or more of the unit). This study also showed that the gamification process was unsuccessful in changing the overall average of student motivational components. Students responded to Likert items with minimal change throughout the units and expressed similar views both before and after the video game was concluded. Student interest in the video game was promising in the first week of game play, but dwindled as the unit progressed as indicated by the number of students who identified the video game as the largest motivator decreased.	['persons', 'high school students', 'students']
68861	http://scholarworks.montana.edu/xmlui/handle/1/1004	Promoting more effective student questions through specific questioning strategies	"This project addresses the question ""Do students understand key scientific concepts better with training in the use of specific questioning strategies?"" Students were trained specifically in composing questions using the cognitive domain of Bloom's Taxonomy, as well as in developing experiments, inventions and models using Cothron's Four Question Strategy. Students engaged in several inquiry activities, both independently and in large and small groups, to practice these strategies and approaches. The results of this research suggest that there is a strong correlation between employing these strategies to improve students' questioning skills and the students' understanding of key concepts surrounding questioning and inquiry."	['philosophical anthropology', 'theological anthropology', 'science', 'theology', 'humanities', 'christianity', 'theology, doctrinal', 'auxiliary sciences of history', 'persons', 'religions', 'philosophy and civilization', 'eschatology', 'cognitive psychology', 'biology', 'psychology', 'soul', 'ontology', 'future life', 'civilization', 'life sciences', 'religious thought', 'life', 'students', 'civilization--philosophy', 'intellectual life', 'cognitive science', 'culture', 'learning and scholarship', 'human biology', 'religion', 'philosophy']
68862	http://scholarworks.montana.edu/xmlui/handle/1/10040	What are the effects of using strategic approaches to multiple-choice questions on the confidence level and motivation of gifted students in advanced placement chemistry?	In this investigation various strategies were implemented with the purpose of improving students' confidence and motivation with multiple-choice tests in Advanced Placement chemistry. The effects of various interventions were examined for any impact on the confidence students had on multiple-choice evaluation and on their motivation to improve. The observed changes point to time allocation for tests as well as students' concurrent mastery of content and strategy as unforeseen variables that affected how their perception and belief impacted their actions.	['science', 'chemistry', 'physical sciences']
68863	http://scholarworks.montana.edu/xmlui/handle/1/10041	The effect of inquiry in a high school chemistry classroom on student understanding of the nature of science and their attitude, confidence, and motivation	Part of a science education is developing an understanding of the Nature of Science (NOS), the way in which scientific knowledge develops. The twenty-first century science classroom involves student engagement in inquiry learning, in which students investigate natural phenomena through practices utilized by scientists and engineers. This study investigated whether explicit instruction on the NOS and engagement in scientific inquiry investigations impacted student understanding of the way in which scientific knowledge develops. The study also investigated the effect on students' attitudes, confidence, and motivation with regards to scientific methodology. Through multiple formative assessments with constructive feedback, students most improved their confidence in and ability to design testable scientific research questions and corresponding investigative plans. The results indicated that students struggled applying their investigative research process to scientific methodology as a whole. This action research showed the importance of completing inquiry investigations in their entirety, in order for students to best learn the NOS.	['chemistry', 'high school students', 'inquiry-based learning', 'education', 'learning', 'students', 'physical sciences', 'auxiliary sciences of history', 'science', 'active learning', 'civilization', 'persons', 'comprehension']
68864	http://scholarworks.montana.edu/xmlui/handle/1/10042	The effect of a supported flipped learning approach on student learning, engagement, and participation in a high school chemistry classroom	The flipped learning approach takes direct content instruction out of the classroom in order to incorporate more student-centered, inquiry-based activities that facilitate learning. In-class lectures are replaced by video lessons that students watch outside of class meeting time. Class time is reserved for practice, activities, and laboratory experiences in the presence and with the support of the teacher. Advantages of the flipped learning approach for students are control over the pace of their learning, increased one-to-one time with the teacher, seamless access to available resources, and more dynamic in-class activities to support learning. The purpose of this study was to determine if the incorporation of the flipped learning approach to instruction coupled with technology-based formative assessments affected academic achievement, student engagement, and participation in a high school chemistry classroom. A pretreatment phase of traditional instruction was followed by two separate treatment phases. The first treatment incorporated technology-based formative assessments into traditional instruction. In the second treatment phase, the flipped learning approach was used for direct content instruction in addition to the technology-based formative assessments. Students were administered pre- and post-tests as well as summative tests for each unit to assess and compare learning and achievement. Students participated in surveys and interviews to determine the impact on engagement and participation. A daily journal was kept by the teacher as part of the study as well. The results of the study revealed that there was no substantial difference in student academic achievement overall. However, students with an IEP and historically low-performing students did show an increase in test scores. Students showed increased interest in chemistry and engagement over the treatment period due to the increased time available for student-centered, inquiry activities in class. While participation rates for class activities remained unchanged, participation rates in class discussion increased. I will continue to utilize the flipped learning approach as a result of this study.	['chemistry', 'high school students', 'students', 'physical sciences', 'science', 'persons']
68865	http://scholarworks.montana.edu/xmlui/handle/1/10043	The impact of the health science academy at Big Sky High School affect student achievement and preparedness for college	The Health Science Career Academy at Big Sky High School was launched in the fall of 2012 and is currently serving 240 students. At the time of implementation, 50% of Big Sky High School graduates were not pursuing post-secondary education. More than 40% of students at Big Sky High School receive free and reduced lunch benefits meaning they are in an economic situation which commonly leads to low achievement and low post-secondary expectations. A thematic course of study, focused on health science, small learning community and exposure to industry professions and professionals provides a unique educational model designed to engage students, and provide them with the interpersonal support and academic foundation necessary for achieving professional success. Federally mandated standardized test scores, ACT scores, survey responses, grade point average, and free and reduced lunch status, of academy students, were compared to a control group, of non-academy students, in an effort to determine whether the Health Science Academy is improving student achievement and preparedness for college. The Health Science Academy appeared to be serving a population of students with abnormally low risk of academic failure. The impacts on academic achievement was inconclusive but impacts on student attitude appeared to be positive as were impacts on preparedness for college.	['life sciences', 'high school students', 'biology', 'medicine', 'students', 'human biology', 'science', 'teaching', 'persons']
68866	http://scholarworks.montana.edu/xmlui/handle/1/10044	Using differentiated physics homework to create self-regulated learners	At the beginning of the year students were taught the Question Formulation Technique -- a process that introduces the ideas of metacognition, convergent, and divergent thinking, as well as open and closed-ended questions. Then during each unit of study, students used the Question Formulation Technique to compile a list of questions. For homework, students examined their lists, and then identified five questions to prioritize for research in order to provide the greatest academic gain. To demonstrate academic growth, students created differentiated homework capable of teaching others in the form of their choice including songs, board games, and videos. This process was studied for its ability to improve students' attitudes about learning while at home, and to see if it encouraged self-regulated learning. The results of this study support the idea that students can use the Question Formulation Technique to differentiate physics homework. Many students improved their self-regulatory skills related to their physics education and a marginal improvement occurred in relation to student attitudes about learning while at home.	['physics', 'science', 'physical sciences']
68867	http://scholarworks.montana.edu/xmlui/handle/1/10050	Immersing students in authentic experiences and scientific practices to increase achievement, motivation, and attitudes towards science	Efforts to reform science education focus on implementing constructivist teaching strategies and engaging students in scientific practices. This paper assessed how implementing these strategies affected student achievement, motivation, and views towards science in a community college biology course for non-science majors. The intervention consisted of lecture and lab activities spanning the entire semester. The lab activities required students to collect, analyze, and interpret data and communicate their results. A special lab unit towards the end of the semester included field trips and inquiry-based labs that all focused on the topic of water treatment. Data for this study were collected in the form of surveys, assessments, interviews, and teacher observation. Survey results indicated that the intervention had no significant change on students' levels of motivation or views towards science. However, all students interviewed reported that the class increased their understanding of the nature of science, especially as it relates to empiricism. In addition, opinions expressed during student interviews regarding motivation were positive about the fieldtrips and lab experiments; therefore, results from interviews and surveys were sometimes contradictory. Likert items for the nature of science survey developed specifically for this study were highly correlated to one another. Students demonstrated remarkable and statistically significant gains in content knowledge after the intervention. The results from this study should be viewed cautiously due to the low sample size and the lack of a control classroom. However, they do provide meaningful information about what aspects of the intervention can continued to be used and which need modification.	['life sciences', 'biology', 'inquiry-based learning', 'education', 'learning', 'students', 'auxiliary sciences of history', 'science', 'active learning', 'civilization', 'college students', 'persons', 'comprehension']
68868	http://scholarworks.montana.edu/xmlui/handle/1/10051	The effects of using literacy-based learning strategies with a growth mindset intervention on students' performance on state standardized biology concepts	My goal as a teacher is to inspire students to become life-long learners and it starts with providing them with the tools and mindset in which they can use for life's challenges. Learning and test success can both be achieved when students are provided effective learning strategies and growth mindset in which they are more cognizant of how their brains and actions can lead to learning and success. A mindset is a belief system built on one's perceptions of ability and intellect. Students rarely have a chance to explore or change their personal beliefs about intellect and learning in a high-stake testing environment. The Pennsylvania State Keystone Biology Exam is a state mandated test that students are required to take at the closure of the Biology I course I taught to tenth grade students. This study investigated the use of a literacy strategy called, close reading (where students interact with the text) and a growth mindset intervention on student performance on biology concepts. It also investigated their attitudes and motivations during the intervention. Students' performance scores were greater with the intervention and their motivations were centered on effective learning strategies. Growth mindset and the literacy strategy, close reading, increased achievement and validated the choices of the students. Students were empowered to apply effort and work for self-improvement in the instructional setting. I followed the lead of the students and realized that it was gratifying to fill the role of facilitator instead of instructor. Growth mindset intervention and the close reading literacy strategy provided transferable skills and a belief system that students can use toward contributing to a society set in the information age.	['life sciences', 'high school students', 'biology', 'education', 'students', 'auxiliary sciences of history', 'science', 'civilization', 'persons', 'literacy', 'general education']
68869	http://scholarworks.montana.edu/xmlui/handle/1/10052	The effects of project-based learning in the middle school science classroom	Effective problem solving is a vital 21st century skill leading to successful careers in academics and the work force. This study aims to improve middle school students' problem solving skills and increase their confidence. Project-Based Learning (PBL) was implemented in the earth science classroom with the intent to challenge students to solve real world problems through collaboration, critical thinking, and problem solving while learning to take initiative and build confidence. Units were taught in alternating phases of PBL and normal instruction. Students were assessed on their comprehension through the analysis of pre and post content tests and students' problem solving abilities were measured with a rubric to determine their individual success of applying appropriate problem solving strategies concluding each unit. Student confidence levels were determined with a survey, unit reflection, and interviews. The results indicated that the majority of the students preferred PBL instruction to normal instruction and were more effective problem-solvers concluding PBL units. The treatment of PBL instruction had a positive influence on students' confidence levels as students expressed more confidence, motivation and desire for collaboration following treatment.	['persons', 'middle school students', 'students']
68870	http://scholarworks.montana.edu/xmlui/handle/1/10053	Teaching science to learners of an introverted type	Last year the principal team at the high school where I teach made a rule that math classrooms had to organize student desks in cooperative learning pods. Students were seated in groups of three or four and teachers were encouraged to integrate group work in most lessons. Administrators even encouraged teachers to give mostly group quizzes. While this strategy has increased student learning in many students, particularly those of the extraverted personality type, I have found that many of the introverted students that I teach struggle to learn in such a stimulating environment. This year I identified the introverted students in my classroom with a personality type survey. I then offered these students an alternative to the highly social laboratory activities and group performance tasks. This alternative focused on the same material, yet provided a quiet environment with optional social interaction and lots of space to think, read, and theorize at their own pace. Using a pre-test and a post-test I was able to observe that introverted students who received my intervention made significantly larger gains than those who did not.	['high school students', 'mathematics', 'students', 'science', 'persons']
68871	http://scholarworks.montana.edu/xmlui/handle/1/10054	The effect of structured cooperative learning strategies on student achievement in science	The focus of this classroom research project was to determine if implementing structured cooperative learning groups as a teaching method would increase students' achievement in the chemistry classroom. Additionally, the investigation explores students' ability to retain the content as well as examining their overall attitude towards working in groups. A treatment and nontreatment group were established to compare the results of administering structured cooperative learning versus teacher led instruction. Test scores as well as student surveys, interviews and teacher journaling were used to measure the outcome of the treatment. Results of the action research showed no significant difference in the students' achievement in terms of test scores among the treatment and nontreatment groups. Further examination of the results however, indicated that students were more engaged in the learning process and did recognize benefits of working in structured cooperative learning group. Overall, students believed that cooperative learning did help them to remember content material and was a positive learning experience.	['chemistry', 'high school students', 'students', 'physical sciences', 'science', 'persons']
68872	http://scholarworks.montana.edu/xmlui/handle/1/10055	Science outdoors : does the learning environment influence student interest, engagement, and cognition?	Lack of motivation and engagement are common problems in many high school classrooms. In addition, this apparent lack of interest may lead to low achievement. The purpose of this study was to determine whether bringing students outdoors to learn science can increase student motivation, cognitive engagement, and achievement. A secondary question investigated in the research was the effectiveness of remaining on the school grounds, and within a fifty minute class period, while learning outdoors. A small student population limited the number of study subjects to seven (N=7). The small population allowed me to treat the research as a case study and acquire detailed information about each participant and their progress. Research involved two half-day field trips to a local river access and at least sixteen outdoor, on-campus events during student's normal class periods. Data collection techniques incorporated into the study include: a science motivation survey, individual student interviews, time-on-task tally sheets, pre-and-post tests and quizzes, field notes, observations, and a teacher's journal. Data was collected before, during, and after treatments in an effort to monitor change throughout the process. Results from this study indicate that there is a positive relationship between student interest, engagement, and achievement with going outdoors to learn. Class size, age, maturity, and proximity are factors that should be considered when planning such events. Drawbacks included individual student aversion to science as a whole, and applicability of certain domains within science.	['life sciences', 'ecology', 'environmental sciences', 'biology', 'students', 'science', 'middle school students', 'persons']
68873	http://scholarworks.montana.edu/xmlui/handle/1/10056	The use of computer-based and inquiry-based learning activities to differentiate instruction for high school chemistry	Annville-Cleona High School is a small school located in southeastern Pennsylvania. The school only offers one chemistry course: 'College Prep Chemistry'. Students' abilities in science vary greatly within each section of this course. Scores on the Pennsylvania, high-stakes biology exam range from below basic to advanced. Students' math abilities also vary as some are enrolled in AP Calculus, while others are enrolled in Algebra II. It is challenging to meet the needs of these diverse learners in a single classroom. In this research project, self-paced learning activities were created to teach advanced students challenging topics that were not part of the core curriculum and to provide remediation for students who were struggling with core topics. Video lessons and guided inquiries were used to teach the advanced topics, and video lessons alone were used as remediation. Instantaneous feedback via formative assessments was a key component of these learning activities. The research was conducted during the unit on molecules and compounds. Two of the four sections served as the treatment group and the other two sections served as the comparison group. Most students in the treatment group and all the students in the comparison group received the core curriculum. Formative assessments were given after each topic was taught to identify students who did not master the topic. Students in the treatment group who scored poorly on a formative assessment were assigned the remediation video lesson. Twelve advanced students in the treatment group learned three challenging topics in addition to the core topics. The results showed that computer-based and inquiry-based learning activities were effective tools for differentiating instruction. About three-fourths of the time advanced students mastered the additional, challenging topics. Over two-thirds of the struggling students were able to improve their understanding of a topic from basic to proficient or advanced after completing the remedial video lesson. Furthermore, students had favorable attitudes about video lessons. Student surveys showed that almost two-thirds of the students liked video lessons and more than 80% of them liked the instantaneous feedback they received from these lessons.	['high school students', 'inquiry-based learning', 'education', 'learning', 'auxiliary sciences of history', 'students', 'active learning', 'civilization', 'persons', 'comprehension']
68874	http://scholarworks.montana.edu/xmlui/handle/1/10057	Development of an economic, mobile, dual oxygen and pH sensor	Optical pH and oxygen sensors have various advantages over Clark amperometric oxygen electrodes, including portability and utility in aqueous environments unsuitable for the Clark electrode. The goal of this study was to affordably develop a dual pH and oxygen-sensing probe that could be used in a variety of settings. This study resulted in the development of the oxygen-sensing component of such a device. This component consisted of Platinum (II)-meso-tetra (2,3,4,5,6-pentafluorophenyl) porphyrin (PtTFPP) suspended in a polystyrene-based matrix. A 405 nm LED excited the PtTFPP phosphorescence and a Hamamatsu Digital Color Sensor S11012-01CR recorded the resultant emission intensities of the porphyrin. A code was written for an Arduino Uno ® microcontroller, to control the LED and color sensor, while recording the appropriate data. The oxygen-sensing component showed expected oxygen sensitivity during oxygen depletion studies.	['philology', 'philosophical anthropology', 'philosophy', 'theological anthropology', 'inspiration', 'science', 'theology', 'humanities', 'christianity', 'literature', 'auxiliary sciences of history', 'religions', 'philosophy and civilization', 'eschatology', 'biology', 'psychology', 'ability', 'design', 'soul', 'art', 'ontology', 'future life', 'civilization', 'imagination', 'life sciences', 'religious thought', 'life', 'civilization--philosophy', 'intellectual life', 'creation (literary, artistic, etc.)', 'educational psychology', 'culture', 'arts', 'creative ability', 'intellect', 'learning and scholarship', 'human biology', 'religion', 'theology, doctrinal']
